pid,cntry,year,w1,age,female,edu4,cosmo,util,comm,lib,pos,neg,unemp,growth,bailout
25775,IT,2012,1.2668,63,1,e16_19,0,0,0,0,0,0,10.649999619999999,-2.980905768,0
25776,IT,2012,0.9816,46,0,le15,1,0,0,0,1,0,10.649999619999999,-2.980905768,0
25777,IT,2012,0.6849,22,0,e20plus,1,0,0,0,1,0,10.649999619999999,-2.980905768,0
25778,IT,2012,0.9107,41,0,e16_19,0.25,0,0.25,0.5,0.25,0.75,10.649999619999999,-2.980905768,0
25779,IT,2012,1.193,59,1,e16_19,0.833333,0.166667,0,0,1,0,10.649999619999999,-2.980905768,0
25780,IT,2012,0.6747,21,1,e20plus,1,0,0,0,1,0,10.649999619999999,-2.980905768,0
25781,IT,2012,0.7382,27,0,le15,1,0,0,0,1,0,10.649999619999999,-2.980905768,0
25782,IT,2012,0.7839,31,0,e16_19,0.5,0,0,0.5,0.5,0.5,10.649999619999999,-2.980905768,0
25783,IT,2012,1.2293,61,0,le15,0,0.5,0.5,0,0.5,0.5,10.649999619999999,-2.980905768,0
25784,IT,2012,0.7957,32,1,e20plus,0.666667,0,0,0.333333,0.666667,0.333333,10.649999619999999,-2.980905768,0
25785,IT,2012,1.0581,51,0,le15,0.2,0,0.2,0.6,0.2,0.8,10.649999619999999,-2.980905768,0
25786,IT,2012,1.211,60,0,le15,0,0,0,0,0,0,10.649999619999999,-2.980905768,0
25787,IT,2012,1.3451,67,1,le15,0.666667,0,0,0.333333,0.666667,0.333333,10.649999619999999,-2.980905768,0
25788,IT,2012,1.4283,71,0,e16_19,0.666667,0,0,0.333333,0.666667,0.333333,10.649999619999999,-2.980905768,0
25789,IT,2012,0.9816,46,1,le15,0.142857,0,0.714286,0.142857,0.142857,0.857143,10.649999619999999,-2.980905768,0
25790,IT,2012,1.1752,58,1,e16_19,0,0,0,0,0,0,10.649999619999999,-2.980905768,0
25791,IT,2012,0.9816,46,1,studying,0.857143,0,0.142857,0,0.857143,0.142857,10.649999619999999,-2.980905768,0
25792,IT,2012,0.9384,43,1,le15,1,0,0,0,1,0,10.649999619999999,-2.980905768,0
25793,IT,2012,0.8323,35,0,e20plus,0.666667,0.166667,0,0.166667,0.833333,0.166667,10.649999619999999,-2.980905768,0
25794,IT,2012,1.407,70,0,e20plus,0.8,0.2,0,0,1,0,10.649999619999999,-2.980905768,0
25795,IT,2012,0.9384,43,1,e20plus,0.833333,0,0.166667,0,0.833333,0.166667,10.649999619999999,-2.980905768,0
25796,IT,2012,0.8323,35,1,e20plus,0.5,0,0,0.5,0.5,0.5,10.649999619999999,-2.980905768,0
25797,IT,2012,1.1577,57,1,le15,0.333333,0.333333,0.333333,0,0.666667,0.333333,10.649999619999999,-2.980905768,0
25798,IT,2012,0.6952,23,1,e20plus,0.428571,0,0.428571,0.142857,0.428571,0.571429,10.649999619999999,-2.980905768,0
25799,IT,2012,1.0903,53,1,e20plus,0,0,1,0,0,1,10.649999619999999,-2.980905768,0
25800,IT,2012,1.2668,63,0,e20plus,0.5,0,0.5,0,0.5,0.5,10.649999619999999,-2.980905768,0
25801,IT,2012,0.7722,30,1,e16_19,1,0,0,0,1,0,10.649999619999999,-2.980905768,0
25802,IT,2012,1.6594,81,0,e16_19,0,0,0,0,0,0,10.649999619999999,-2.980905768,0
25803,IT,2012,0.7607,29,0,e20plus,0,0,1,0,0,1,10.649999619999999,-2.980905768,0
25804,IT,2012,1.2293,61,0,studying,0,0.4,0.6,0,0.4,0.6,10.649999619999999,-2.980905768,0
25805,IT,2012,0.8199,34,1,e20plus,0,0,0.5,0.5,0,1,10.649999619999999,-2.980905768,0
25806,IT,2012,0.8577,37,0,e16_19,0.5,0,0.25,0.25,0.5,0.5,10.649999619999999,-2.980905768,0
25807,IT,2012,0.9526,44,1,le15,0,0,0,0,0,0,10.649999619999999,-2.980905768,0
25808,IT,2012,1.1577,57,0,e16_19,1,0,0,0,1,0,10.649999619999999,-2.980905768,0
25809,IT,2012,1.0741,52,1,le15,0,0,0,0,0,0,10.649999619999999,-2.980905768,0
25810,IT,2012,0.6952,23,1,le15,0,0,0,0,0,0,10.649999619999999,-2.980905768,0
25811,IT,2012,1.0581,51,1,e20plus,0.2,0.6,0.2,0,0.8,0.2,10.649999619999999,-2.980905768,0
25812,IT,2012,0.8838,39,1,e20plus,0.666667,0.333333,0,0,1,0,10.649999619999999,-2.980905768,0
25813,IT,2012,1.0423,50,1,e20plus,0.666667,0,0.333333,0,0.666667,0.333333,10.649999619999999,-2.980905768,0
25814,IT,2012,0.6747,21,0,e20plus,0,0,0,1,0,1,10.649999619999999,-2.980905768,0
25815,IT,2012,1.1752,58,0,e20plus,0.5,0,0,0.5,0.5,0.5,10.649999619999999,-2.980905768,0
25816,IT,2012,0.9107,41,1,le15,0,0,0,0,0,0,10.649999619999999,-2.980905768,0
25817,IT,2012,0.8577,37,1,e16_19,0.75,0,0.25,0,0.75,0.25,10.649999619999999,-2.980905768,0
25818,IT,2012,0.9384,43,1,e16_19,1,0,0,0,1,0,10.649999619999999,-2.980905768,0
25819,IT,2012,0.7272,26,1,le15,0.333333,0,0,0.666667,0.333333,0.666667,10.649999619999999,-2.980905768,0
25820,IT,2012,1.3251,66,1,le15,0.5,0,0.5,0,0.5,0.5,10.649999619999999,-2.980905768,0
25821,IT,2012,1.4283,71,1,e16_19,1,0,0,0,1,0,10.649999619999999,-2.980905768,0
25822,IT,2012,0.9816,46,1,le15,0,0,0.666667,0.333333,0,1,10.649999619999999,-2.980905768,0
25823,IT,2012,1.2293,61,1,e20plus,1,0,0,0,1,0,10.649999619999999,-2.980905768,0
25824,IT,2012,0.8449,36,0,studying,0.5,0,0,0.5,0.5,0.5,10.649999619999999,-2.980905768,0
25825,IT,2012,0.8577,37,0,e16_19,0.5,0.5,0,0,1,0,10.649999619999999,-2.980905768,0
25826,IT,2012,1.2479,62,0,e16_19,0.75,0.25,0,0,1,0,10.649999619999999,-2.980905768,0
25827,IT,2012,1.3053,65,1,e20plus,0.25,0,0.75,0,0.25,0.75,10.649999619999999,-2.980905768,0
25828,IT,2012,1.3654,68,0,e16_19,0.5,0,0.25,0.25,0.5,0.5,10.649999619999999,-2.980905768,0
25829,IT,2012,0.9526,44,0,le15,0.5,0,0.5,0,0.5,0.5,10.649999619999999,-2.980905768,0
25830,IT,2012,0.9384,43,0,studying,0,0,0,0,0,0,10.649999619999999,-2.980905768,0
25831,IT,2012,0.8449,36,1,e16_19,0,0,1,0,0,1,10.649999619999999,-2.980905768,0
25832,IT,2012,0.9816,46,0,le15,0,0,1,0,0,1,10.649999619999999,-2.980905768,0
25833,IT,2012,1.1752,58,1,e20plus,0,0,0,0,0,0,10.649999619999999,-2.980905768,0
25834,IT,2012,0.7957,32,0,e16_19,0,0,0.8,0.2,0,1,10.649999619999999,-2.980905768,0
25835,IT,2012,0.7839,31,1,e20plus,0.666667,0,0,0.333333,0.666667,0.333333,10.649999619999999,-2.980905768,0
25836,IT,2012,0.7722,30,0,e16_19,0,0,0,1,0,1,10.649999619999999,-2.980905768,0
25837,IT,2012,1.1752,58,1,le15,0,0,0.75,0.25,0,1,10.649999619999999,-2.980905768,0
25838,IT,2012,0.6849,22,1,e16_19,1,0,0,0,1,0,10.649999619999999,-2.980905768,0
25839,IT,2012,1.6104,79,1,e16_19,0,0,0,0,0,0,10.649999619999999,-2.980905768,0
25840,IT,2012,0.7839,31,1,e16_19,0.5,0,0.5,0,0.5,0.5,10.649999619999999,-2.980905768,0
25841,IT,2012,0.6646,20,0,le15,1,0,0,0,1,0,10.649999619999999,-2.980905768,0
25842,IT,2012,1.8157,87,0,e20plus,0.6,0,0.4,0,0.6,0.4,10.649999619999999,-2.980905768,0
25843,IT,2012,0.7494,28,0,e16_19,1,0,0,0,1,0,10.649999619999999,-2.980905768,0
25844,IT,2012,0.7607,29,1,e16_19,1,0,0,0,1,0,10.649999619999999,-2.980905768,0
25845,IT,2012,0.7382,27,0,e16_19,0.5,0,0.5,0,0.5,0.5,10.649999619999999,-2.980905768,0
25846,IT,2012,0.8449,36,1,studying,0.5,0,0.5,0,0.5,0.5,10.649999619999999,-2.980905768,0
25847,IT,2012,1.4499,72,0,le15,0,0,0,1,0,1,10.649999619999999,-2.980905768,0
25848,IT,2012,1.1752,58,1,e20plus,0.666667,0,0.333333,0,0.666667,0.333333,10.649999619999999,-2.980905768,0
25849,IT,2012,1.0741,52,0,le15,0,0,0,1,0,1,10.649999619999999,-2.980905768,0
25850,IT,2012,0.645,18,0,le15,0.2,0,0.8,0,0.2,0.8,10.649999619999999,-2.980905768,0
25851,IT,2012,1.1577,57,1,e20plus,0,0,0,0,0,0,10.649999619999999,-2.980905768,0
25852,IT,2012,0.8577,37,0,e16_19,0.333333,0,0.166667,0.5,0.333333,0.666667,10.649999619999999,-2.980905768,0
25853,IT,2012,1.3654,68,0,le15,0.2,0,0.4,0.4,0.2,0.8,10.649999619999999,-2.980905768,0
25854,IT,2012,0.9245,42,1,le15,0,0.5,0.5,0,0.5,0.5,10.649999619999999,-2.980905768,0
25855,IT,2012,0.6849,22,0,le15,0.5,0,0.5,0,0.5,0.5,10.649999619999999,-2.980905768,0
25856,IT,2012,0.7057,24,0,le15,0,0,1,0,0,1,10.649999619999999,-2.980905768,0
25857,IT,2012,0.7607,29,0,le15,0,0,0,0,0,0,10.649999619999999,-2.980905768,0
25858,IT,2012,1.407,70,0,e16_19,0.5,0,0.5,0,0.5,0.5,10.649999619999999,-2.980905768,0
25859,IT,2012,0.9526,44,1,e16_19,1,0,0,0,1,0,10.649999619999999,-2.980905768,0
25860,IT,2012,1.4499,72,0,e16_19,1,0,0,0,1,0,10.649999619999999,-2.980905768,0
25861,IT,2012,0.7057,24,1,e20plus,0,0,0,0,0,0,10.649999619999999,-2.980905768,0
25862,IT,2012,0.8199,34,0,e20plus,0.5,0.5,0,0,1,0,10.649999619999999,-2.980905768,0
25863,IT,2012,0.9107,41,0,studying,0.333333,0.333333,0,0.333333,0.666667,0.333333,10.649999619999999,-2.980905768,0
25864,IT,2012,0.6646,20,1,e16_19,1,0,0,0,1,0,10.649999619999999,-2.980905768,0
25865,IT,2012,0.7382,27,0,e20plus,0.5,0,0.5,0,0.5,0.5,10.649999619999999,-2.980905768,0
25866,IT,2012,0.8199,34,1,le15,0,0,0,0,0,0,10.649999619999999,-2.980905768,0
25867,IT,2012,0.9526,44,0,e16_19,0.6,0,0.2,0.2,0.6,0.4,10.649999619999999,-2.980905768,0
25868,IT,2012,0.7494,28,0,e16_19,0,0,0,1,0,1,10.649999619999999,-2.980905768,0
25869,IT,2012,0.7382,27,0,e16_19,1,0,0,0,1,0,10.649999619999999,-2.980905768,0
25870,IT,2012,1.0741,52,1,le15,0,0,0,0,0,0,10.649999619999999,-2.980905768,0
25871,IT,2012,1.3053,65,0,le15,0,0,1,0,0,1,10.649999619999999,-2.980905768,0
25872,IT,2012,1.407,70,1,e20plus,0,0,0,0,0,0,10.649999619999999,-2.980905768,0
25873,IT,2012,1.1752,58,0,le15,0,0,0,1,0,1,10.649999619999999,-2.980905768,0
25874,IT,2012,1.1068,54,1,e16_19,0,0,0.5,0.5,0,1,10.649999619999999,-2.980905768,0
25875,IT,2012,1.0903,53,0,e16_19,0.5,0,0.5,0,0.5,0.5,10.649999619999999,-2.980905768,0
25876,IT,2012,0.7164,25,0,e16_19,0,0,0,0,0,0,10.649999619999999,-2.980905768,0
25877,IT,2012,1.2293,61,0,e16_19,0,0,0,0,0,0,10.649999619999999,-2.980905768,0
25878,IT,2012,1.0423,50,0,studying,0.25,0.5,0.25,0,0.75,0.25,10.649999619999999,-2.980905768,0
25879,IT,2012,1.5166,75,0,e16_19,1,0,0,0,1,0,10.649999619999999,-2.980905768,0
25880,IT,2012,1.1405,56,0,e16_19,0.666667,0,0.333333,0,0.666667,0.333333,10.649999619999999,-2.980905768,0
25881,IT,2012,0.7957,32,1,e16_19,0.5,0,0.5,0,0.5,0.5,10.649999619999999,-2.980905768,0
25882,IT,2012,1.3053,65,1,le15,0,0,0,0,0,0,10.649999619999999,-2.980905768,0
25883,IT,2012,0.8449,36,0,e20plus,0.125,0,0.625,0.25,0.125,0.875,10.649999619999999,-2.980905768,0
25884,IT,2012,0.7839,31,1,le15,0.75,0,0,0.25,0.75,0.25,10.649999619999999,-2.980905768,0
25885,IT,2012,1.3053,65,1,e20plus,0,0,0.666667,0.333333,0,1,10.649999619999999,-2.980905768,0
25886,IT,2012,0.8199,34,1,e16_19,1,0,0,0,1,0,10.649999619999999,-2.980905768,0
25887,IT,2012,1.2293,61,1,e20plus,0.75,0,0,0.25,0.75,0.25,10.649999619999999,-2.980905768,0
25888,IT,2012,1.1235,55,0,e16_19,0,0,1,0,0,1,10.649999619999999,-2.980905768,0
25889,IT,2012,0.8323,35,1,e16_19,0,0,0.5,0.5,0,1,10.649999619999999,-2.980905768,0
25890,IT,2012,0.9526,44,1,le15,0,0,0.5,0.5,0,1,10.649999619999999,-2.980905768,0
25891,IT,2012,1.1068,54,1,e20plus,0.5,0,0,0.5,0.5,0.5,10.649999619999999,-2.980905768,0
25892,IT,2012,0.8706,38,0,le15,0,0,0.333333,0.666667,0,1,10.649999619999999,-2.980905768,0
25893,IT,2012,0.8577,37,0,e20plus,1,0,0,0,1,0,10.649999619999999,-2.980905768,0
25894,IT,2012,0.8199,34,0,e16_19,0,0,0,0,0,0,10.649999619999999,-2.980905768,0
25895,IT,2012,1.0581,51,0,e16_19,0,0,0,0,0,0,10.649999619999999,-2.980905768,0
25896,IT,2012,0.8077,33,0,e16_19,0.5,0,0.5,0,0.5,0.5,10.649999619999999,-2.980905768,0
25897,IT,2012,0.8199,34,1,e16_19,0.5,0,0,0.5,0.5,0.5,10.649999619999999,-2.980905768,0
25898,IT,2012,0.7382,27,1,e16_19,1,0,0,0,1,0,10.649999619999999,-2.980905768,0
25899,IT,2012,0.9526,44,1,le15,0,0,1,0,0,1,10.649999619999999,-2.980905768,0
25900,IT,2012,1.0903,53,1,e16_19,0,0,0,1,0,1,10.649999619999999,-2.980905768,0
25901,IT,2012,0.6259,16,0,e20plus,0.4,0,0.4,0.2,0.4,0.6,10.649999619999999,-2.980905768,0
25902,IT,2012,0.9965,47,0,e16_19,0.4,0,0.2,0.4,0.4,0.6,10.649999619999999,-2.980905768,0
25903,IT,2012,0.9816,46,1,e16_19,0,0,0,0,0,0,10.649999619999999,-2.980905768,0
25904,IT,2012,0.6646,20,0,le15,0.5,0.5,0,0,1,0,10.649999619999999,-2.980905768,0
25905,IT,2012,0.9384,43,0,e16_19,0.142857,0,0.428571,0.428571,0.142857,0.857143,10.649999619999999,-2.980905768,0
25906,IT,2012,1.5628,77,1,e16_19,0.333333,0,0,0.666667,0.333333,0.666667,10.649999619999999,-2.980905768,0
25907,IT,2012,1.3451,67,0,le15,0,0,0,0,0,0,10.649999619999999,-2.980905768,0
25908,IT,2012,0.6354,17,0,e16_19,0,0,0,0,0,0,10.649999619999999,-2.980905768,0
25909,IT,2012,0.645,18,0,e20plus,1,0,0,0,1,0,10.649999619999999,-2.980905768,0
25910,IT,2012,1.193,59,1,e16_19,0,0,1,0,0,1,10.649999619999999,-2.980905768,0
25911,IT,2012,0.8449,36,1,e20plus,0.333333,0,0.666667,0,0.333333,0.666667,10.649999619999999,-2.980905768,0
25912,IT,2012,1.1068,54,1,e16_19,0.428571,0,0.285714,0.285714,0.428571,0.571429,10.649999619999999,-2.980905768,0
25913,IT,2012,0.9965,47,1,e16_19,0,0,0.333333,0.666667,0,1,10.649999619999999,-2.980905768,0
25914,IT,2012,1.211,60,1,e16_19,0.333333,0,0.333333,0.333333,0.333333,0.666667,10.649999619999999,-2.980905768,0
25915,IT,2012,1.0268,49,1,e20plus,0.333333,0,0.333333,0.333333,0.333333,0.666667,10.649999619999999,-2.980905768,0
25916,IT,2012,1.7887,86,1,e20plus,0,0,0.5,0.5,0,1,10.649999619999999,-2.980905768,0
25917,IT,2012,1.2859,64,0,studying,0,0,1,0,0,1,10.649999619999999,-2.980905768,0
25918,IT,2012,1.2859,64,0,le15,0,0,0,0,0,0,10.649999619999999,-2.980905768,0
25919,IT,2012,1.4499,72,1,le15,0,0,0,0,0,0,10.649999619999999,-2.980905768,0
25920,IT,2012,1.0741,52,1,e20plus,0,0,0.5,0.5,0,1,10.649999619999999,-2.980905768,0
25921,IT,2012,0.7057,24,1,e20plus,0.666667,0,0,0.333333,0.666667,0.333333,10.649999619999999,-2.980905768,0
25922,IT,2012,0.645,18,1,le15,0.25,0,0.5,0.25,0.25,0.75,10.649999619999999,-2.980905768,0
25923,IT,2012,0.967,45,0,e16_19,0.666667,0,0.333333,0,0.666667,0.333333,10.649999619999999,-2.980905768,0
25924,IT,2012,1.0115,48,0,e20plus,0.5,0,0.5,0,0.5,0.5,10.649999619999999,-2.980905768,0
25925,IT,2012,0.9384,43,1,le15,0.25,0,0.5,0.25,0.25,0.75,10.649999619999999,-2.980905768,0
25926,IT,2012,1.2859,64,1,e16_19,0.333333,0,0.166667,0.5,0.333333,0.666667,10.649999619999999,-2.980905768,0
25927,IT,2012,0.8971,40,1,e16_19,0.666667,0,0.333333,0,0.666667,0.333333,10.649999619999999,-2.980905768,0
25928,IT,2012,0.8706,38,1,e20plus,0.666667,0,0,0.333333,0.666667,0.333333,10.649999619999999,-2.980905768,0
25929,IT,2012,1.2479,62,1,e16_19,0,0,0,0,0,0,10.649999619999999,-2.980905768,0
25930,IT,2012,1.5395,76,0,e16_19,0.25,0,0.5,0.25,0.25,0.75,10.649999619999999,-2.980905768,0
25931,IT,2012,1.4499,72,1,studying,0,0,0,0,0,0,10.649999619999999,-2.980905768,0
25932,IT,2012,0.8706,38,0,e16_19,0,0,0,0,0,0,10.649999619999999,-2.980905768,0
25933,IT,2012,1.0741,52,0,le15,0.333333,0,0,0.666667,0.333333,0.666667,10.649999619999999,-2.980905768,0
25934,IT,2012,0.645,18,0,le15,1,0,0,0,1,0,10.649999619999999,-2.980905768,0
25935,IT,2013,0.978,45,1,e16_19,0.333333,0,0.5,0.166667,0.333333,0.666667,12.149999619999999,-1.841065451,0
25936,IT,2013,0.7579,28,0,le15,0,0,0,1,0,1,12.149999619999999,-1.841065451,0
25937,IT,2013,0.8293,34,1,e20plus,0.333333,0,0.333333,0.333333,0.333333,0.666667,12.149999619999999,-1.841065451,0
25938,IT,2013,1.0385,49,0,e20plus,0.714286,0,0.285714,0,0.714286,0.285714,12.149999619999999,-1.841065451,0
25939,IT,2013,0.935,42,1,e16_19,0,0,0.333333,0.666667,0,1,12.149999619999999,-1.841065451,0
25940,IT,2013,1.1363,55,0,e16_19,0.25,0,0.25,0.5,0.25,0.75,12.149999619999999,-1.841065451,0
25941,IT,2013,1.4018,69,0,e16_19,0.2,0,0.2,0.6,0.2,0.8,12.149999619999999,-1.841065451,0
25942,IT,2013,0.978,45,0,e20plus,0,0,1,0,0,1,12.149999619999999,-1.841065451,0
25943,IT,2013,0.9635,44,1,le15,0.5,0,0.333333,0.166667,0.5,0.5,12.149999619999999,-1.841065451,0
25944,IT,2013,1.023,48,0,e20plus,0.8,0,0,0.2,0.8,0.2,12.149999619999999,-1.841065451,0
25945,IT,2013,0.9073,40,1,e20plus,0.285714,0.142857,0.428571,0.142857,0.428571,0.571429,12.149999619999999,-1.841065451,0
25946,IT,2013,1.7555,84,0,le15,1,0,0,0,1,0,12.149999619999999,-1.841065451,0
25947,IT,2013,1.1886,58,0,e16_19,0.5,0,0.5,0,0.5,0.5,12.149999619999999,-1.841065451,0
25948,IT,2013,1.0385,49,1,le15,1,0,0,0,1,0,12.149999619999999,-1.841065451,0
25949,IT,2013,0.9635,44,1,e16_19,0.666667,0,0,0.333333,0.666667,0.333333,12.149999619999999,-1.841065451,0
25950,IT,2013,0.8169,33,1,le15,0.25,0,0,0.75,0.25,0.75,12.149999619999999,-1.841065451,0
25951,IT,2013,1.0385,49,1,e20plus,0.5,0,0,0.5,0.5,0.5,12.149999619999999,-1.841065451,0
25952,IT,2013,1.1363,55,1,e16_19,0.666667,0,0,0.333333,0.666667,0.333333,12.149999619999999,-1.841065451,0
25953,IT,2013,1.2248000000000001,60,0,e16_19,0.666667,0,0.333333,0,0.666667,0.333333,12.149999619999999,-1.841065451,0
25954,IT,2013,0.7928,31,1,e16_19,1,0,0,0,1,0,12.149999619999999,-1.841065451,0
25955,IT,2013,0.9928,46,1,e20plus,1,0,0,0,1,0,12.149999619999999,-1.841065451,0
25956,IT,2013,0.935,42,0,e16_19,0,0,1,0,0,1,12.149999619999999,-1.841065451,0
25957,IT,2013,1.1535,56,1,le15,0.333333,0,0.666667,0,0.333333,0.666667,12.149999619999999,-1.841065451,0
25958,IT,2013,1.1194,54,1,e20plus,0.5,0,0.5,0,0.5,0.5,12.149999619999999,-1.841065451,0
25959,IT,2013,1.0542,50,1,le15,0.666667,0,0.333333,0,0.666667,0.333333,12.149999619999999,-1.841065451,0
25960,IT,2013,0.9491,43,0,le15,0,0,0.666667,0.333333,0,1,12.149999619999999,-1.841065451,0
25961,IT,2013,1.0863,52,1,e16_19,0,0,1,0,0,1,12.149999619999999,-1.841065451,0
25962,IT,2013,0.6426,17,0,e16_19,0.8,0,0,0.2,0.8,0.2,12.149999619999999,-1.841065451,0
25963,IT,2013,0.7137,24,1,e20plus,0,0,1,0,0,1,12.149999619999999,-1.841065451,0
25964,IT,2013,1.3202,65,0,e20plus,0.4,0,0.4,0.2,0.4,0.6,12.149999619999999,-1.841065451,0
25965,IT,2013,0.8047,32,0,e16_19,1,0,0,0,1,0,12.149999619999999,-1.841065451,0
25966,IT,2013,1.0863,52,0,studying,0.25,0,0.5,0.25,0.25,0.75,12.149999619999999,-1.841065451,0
25967,IT,2013,0.8169,33,0,e16_19,0.5,0,0.5,0,0.5,0.5,12.149999619999999,-1.841065451,0
25968,IT,2013,1.0863,52,1,e16_19,0,0,0,0,0,0,12.149999619999999,-1.841065451,0
25969,IT,2013,0.8805,38,0,e16_19,0.333333,0.333333,0,0.333333,0.666667,0.333333,12.149999619999999,-1.841065451,0
25970,IT,2013,0.7355,26,1,e16_19,0.5,0,0.25,0.25,0.5,0.5,12.149999619999999,-1.841065451,0
25971,IT,2013,1.2066,59,1,e16_19,0,0,0,0,0,0,12.149999619999999,-1.841065451,0
25972,IT,2013,1.0542,50,1,le15,0.5,0,0,0.5,0.5,0.5,12.149999619999999,-1.841065451,0
25973,IT,2013,0.8293,34,0,e16_19,1,0,0,0,1,0,12.149999619999999,-1.841065451,0
25974,IT,2013,1.1194,54,0,e16_19,0.25,0,0.5,0.25,0.25,0.75,12.149999619999999,-1.841065451,0
25975,IT,2013,1.2066,59,0,e16_19,0.8,0,0,0.2,0.8,0.2,12.149999619999999,-1.841065451,0
25976,IT,2013,0.8938,39,1,e16_19,1,0,0,0,1,0,12.149999619999999,-1.841065451,0
25977,IT,2013,1.1027,53,0,le15,0.4,0,0.2,0.4,0.4,0.6,12.149999619999999,-1.841065451,0
25978,IT,2013,0.8047,32,1,le15,0.5,0,0.5,0,0.5,0.5,12.149999619999999,-1.841065451,0
25979,IT,2013,0.935,42,0,e16_19,0,0,1,0,0,1,12.149999619999999,-1.841065451,0
25980,IT,2013,1.0863,52,0,e16_19,0.333333,0,0.333333,0.333333,0.333333,0.666667,12.149999619999999,-1.841065451,0
25981,IT,2013,0.6622,19,0,studying,0,0,0.333333,0.666667,0,1,12.149999619999999,-1.841065451,0
25982,IT,2013,0.8047,32,1,le15,0,0,1,0,0,1,12.149999619999999,-1.841065451,0
25983,IT,2013,1.1027,53,0,e16_19,1,0,0,0,1,0,12.149999619999999,-1.841065451,0
25984,IT,2013,1.7036,82,0,studying,1,0,0,0,1,0,12.149999619999999,-1.841065451,0
25985,IT,2013,1.4018,69,0,e16_19,0,0,0,0,0,0,12.149999619999999,-1.841065451,0
25986,IT,2013,0.8674,37,1,studying,0,0,0,1,0,1,12.149999619999999,-1.841065451,0
25987,IT,2013,1.0385,49,1,le15,0,0,0,0,0,0,12.149999619999999,-1.841065451,0
25988,IT,2013,0.8047,32,1,e16_19,0.333333,0,0.666667,0,0.333333,0.666667,12.149999619999999,-1.841065451,0
25989,IT,2013,1.0385,49,1,e16_19,0,0,0,0,0,0,12.149999619999999,-1.841065451,0
25990,IT,2013,0.978,45,0,e20plus,1,0,0,0,1,0,12.149999619999999,-1.841065451,0
25991,IT,2013,1.0542,50,0,e20plus,0.5,0,0,0.5,0.5,0.5,12.149999619999999,-1.841065451,0
25992,IT,2013,1.4018,69,1,studying,0.2,0.2,0.6,0,0.4,0.6,12.149999619999999,-1.841065451,0
25993,IT,2013,0.8418,35,1,e16_19,0,0.25,0.5,0.25,0.25,0.75,12.149999619999999,-1.841065451,0
25994,IT,2013,0.7693,29,1,le15,0.5,0,0.5,0,0.5,0.5,12.149999619999999,-1.841065451,0
25995,IT,2013,1.3005,64,1,e20plus,0,0,0.333333,0.666667,0,1,12.149999619999999,-1.841065451,0
25996,IT,2013,0.7693,29,1,e16_19,0,0,0.6,0.4,0,1,12.149999619999999,-1.841065451,0
25997,IT,2013,0.8545,36,1,e16_19,0,0,0,0,0,0,12.149999619999999,-1.841065451,0
25998,IT,2013,0.633,16,0,e16_19,0,0.5,0.5,0,0.5,0.5,12.149999619999999,-1.841065451,0
25999,IT,2013,1.1886,58,0,le15,0.5,0,0.5,0,0.5,0.5,12.149999619999999,-1.841065451,0
26000,IT,2013,0.9491,43,1,le15,0.6,0,0.2,0.2,0.6,0.4,12.149999619999999,-1.841065451,0
26001,IT,2013,1.1194,54,0,e20plus,1,0,0,0,1,0,12.149999619999999,-1.841065451,0
26002,IT,2013,1.2621,62,0,e20plus,0.5,0,0.5,0,0.5,0.5,12.149999619999999,-1.841065451,0
26003,IT,2013,0.8418,35,0,studying,0,0,0,0,0,0,12.149999619999999,-1.841065451,0
26004,IT,2013,1.511,74,1,e20plus,0,0,1,0,0,1,12.149999619999999,-1.841065451,0
26005,IT,2013,0.7579,28,1,e20plus,1,0,0,0,1,0,12.149999619999999,-1.841065451,0
26006,IT,2013,0.6426,17,1,e20plus,1,0,0,0,1,0,12.149999619999999,-1.841065451,0
26007,IT,2013,1.2433,61,0,e16_19,0,0,0,0,0,0,12.149999619999999,-1.841065451,0
26008,IT,2013,1.0701,51,0,le15,0.333333,0,0.666667,0,0.333333,0.666667,12.149999619999999,-1.841065451,0
26009,IT,2013,0.9073,40,0,le15,0.5,0,0.5,0,0.5,0.5,12.149999619999999,-1.841065451,0
26010,IT,2013,0.8938,39,1,e20plus,1,0,0,0,1,0,12.149999619999999,-1.841065451,0
26011,IT,2013,0.8169,33,1,studying,0.25,0.25,0,0.5,0.5,0.5,12.149999619999999,-1.841065451,0
26012,IT,2013,0.8938,39,0,e16_19,0.5,0,0.5,0,0.5,0.5,12.149999619999999,-1.841065451,0
26013,IT,2013,1.8363,87,0,e20plus,0.5,0.25,0,0.25,0.75,0.25,12.149999619999999,-1.841065451,0
26014,IT,2013,0.935,42,0,e16_19,0.333333,0,0.666667,0,0.333333,0.666667,12.149999619999999,-1.841065451,0
26015,IT,2013,1.0542,50,1,e20plus,0,0,0,1,0,1,12.149999619999999,-1.841065451,0
26016,IT,2013,0.8418,35,1,le15,1,0,0,0,1,0,12.149999619999999,-1.841065451,0
26017,IT,2013,1.6044,78,1,e20plus,0,0,1,0,0,1,12.149999619999999,-1.841065451,0
26018,IT,2013,0.6426,17,1,e20plus,1,0,0,0,1,0,12.149999619999999,-1.841065451,0
26019,IT,2013,0.9073,40,1,e16_19,0.4,0,0.2,0.4,0.4,0.6,12.149999619999999,-1.841065451,0
26020,IT,2013,0.7693,29,0,e16_19,0.333333,0,0.666667,0,0.333333,0.666667,12.149999619999999,-1.841065451,0
